experiment,bm25_weight,vector_weight,query_count,precision@10,recall@10,map,mrr,ndcg@10
bm25_only,1.0,0.0,225,0.008444444444444445,0.006850408850408851,0.007780302565381659,0.020098377748617613,0.008679296735133023
tfidf_only,0.0,1.0,225,0.0071111111111111115,0.004316017316017316,0.008311665033454829,0.019823552575627325,0.007460017056606914
hybrid_rrf,0.5,0.5,225,0.008888888888888889,0.007167869167869168,0.008139644475427112,0.020731288713804513,0.00906369758485906
